DISTRICT,STREET ID,STREET NAME,SEC ID,BEG LOCATION,END LOCATION,FC,ST,Lns,L,W,"AREA (SqFt)",PCI DATE,PCI,"Last MnR Date",Last MnR Treatment
3,736561,STUART ST,072,FULTON ST,ELLSWORTH ST,R,A,2,660,36,"23,760",10/25/2022,55,10/25/2022,RUBBERIZED CAPE SEAL
"3,8",736561,STUART ST,074,ELLSWORTH ST,HILLEGASS AVE,R,O,2,"1,790",36,"64,440",07/29/2022,99,04/16/2021,MILL AND THICK OVERLAY
8,636561,STUART ST,077,HILLEGASS AVE,BENVENUE AVE,R,O,2,356,36,"12,816",07/29/2022,99,04/16/2021,MILL AND THICK OVERLAY
8,636561,STUART ST,079,BENVENUE AVE,COLLEGE AVE,R,O,2,359,36,"12,924",09/28/2022,100,09/28/2022,MILL AND THICK OVERLAY
8,637561,STUART ST,080,COLLEGE AVE,KELSEY ST & PALM CT,R,A,2,900,36,"32,400",07/29/2022,50,12/15/2004,RECONSTRUCT SURFACE (AC)
6,516562,SUMMER ST,070,SPRUCE ST,GLEN AVE,R,A,2,660,25,"16,500",07/07/2022,17,,
6,516563,SUMMIT LANE,030,SUMMIT RD NR GRIZZLY PEAK,DEAD END,R,A,2,180,6,"1,080",07/07/2022,21,,
6,516564,SUMMIT RD,030,AJAX PL,ATLAS PL,R,O,2,240,20,"4,800",07/07/2022,20,,
6,516564,SUMMIT RD,032,ATLAS PL,GRIZZLY PEAK BLVD,R,A,2,"2,275",23,"52,325",07/07/2022,17,,
6,516564,SUMMIT RD,038,GRIZZLY PEAK BLVD,END SOUTH OF GRIZZLY PEAK BL,R,A,2,740,26,"19,240",07/07/2022,11,,
6,111565,SUNSET LANE,070,WOODMONT AVE,WILDCAT CANYON RD,R,A,2,370,17,"6,290",10/03/2022,100,10/03/2022,RECONSTRUCT STRUCTURE (AC)
6,111565,SUNSET LANE,075,GRIZZLY PEAK BLVD,WOODMONT AVE,R,A,2,344,22,"7,568",10/03/2022,100,10/03/2022,RECONSTRUCT STRUCTURE (AC)
5,114567,SUTTER ST,020,DEL NORTE ST,EUNICE ST,A,A,4,"1,340",50,"67,000",07/19/2022,35,07/01/1994,RECONSTRUCT STRUCTURE (AC)
5,213580,TACOMA AVE,050,SOLANO AVE,COLUSA AVE,R,O,2,"1,360",26,"35,360",07/19/2022,69,12/01/1989,MILL AND OVERLAY W/FABRIC
1,319581,TALBOT AVE,030,NORTH CITY LIMIT,SANTA FE AVE,R,A,2,"1,350",30,"40,500",07/20/2022,84,08/31/2004,RECONSTRUCT STRUCTURE (AC)
6,516582,TAMALPAIS RD,030,SHASTA RD,ROSE ST,R,O,2,"2,075",22,"45,650",07/07/2022,42,11/01/1990,MILL AND THIN OVERLAY
8,637583,TANGLEWOOD RD,060,BELROSE AVE,EAST CITY LIMIT (CLAREMONT),R,O,2,900,26,"23,400",07/29/2022,35,08/01/1996,MILL AND OVERLAY W/FABRIC
7,728584,TELEGRAPH AVE,050,DWIGHT WAY,BANCROFT WAY,C,O,2,"1,320",31,"40,920",07/29/2022,38,07/01/1988,MILL AND OVERLAY W/FABRIC
"3,8",736584,TELEGRAPH AVE,060,DWIGHT WAY,WARD ST,A,O,4,"1,725",68,"117,300",07/29/2022,22,07/31/2002,MILL AND OVERLAY W/FABRIC
"3,8",736584,TELEGRAPH AVE,065,WARD ST,ASHBY AVE,A,O,4,"1,580",74,"116,920",07/29/2022,23,07/31/2002,MILL AND OVERLAY W/FABRIC
8,739584,TELEGRAPH AVE,070,ASHBY AVE,CITY LIMIT (WOOLSEY ST),A,O,4,"1,255",68,"85,340",07/29/2022,38,09/25/2008,MILL AND THICK OVERLAY
1,319588,TEVLIN ST,030,NORTH END,WATKINS ST,R,O,2,300,21,"6,300",07/19/2022,6,,
1,319588,TEVLIN ST,035,WATKINS ST,END SOUTH OF GILMAN ST,R,A,2,425,25,"10,625",09/13/2018,3,,
5,212589,THE ALAMEDA,010,SAN ANTONIO AVE,THOUSAND OAKS BLVD,R,A,2,"1,385",24,"33,240",07/19/2022,76,09/13/2002,RECONSTRUCT STRUCTURE (AC)
5,212589,THE ALAMEDA,012,THOUSAND OAKS BLVD,CAPISTRANO AVE,R,A,2,"1,510",28,"42,280",07/19/2022,70,09/13/2002,RECONSTRUCT STRUCTURE (AC)
5,212589,THE ALAMEDA,015,CAPISTRANO AVE,TACOMA AVE,R,O,2,245,36,"8,820",07/19/2022,74,12/01/2017,SLURRY SEAL
5,212589,THE ALAMEDA,016,TACOMA AVE,SOLANO AVE,R,O,2,"1,250",36,"45,000",07/19/2022,93,11/30/2017,MILL AND THICK OVERLAY
5,212589,THE ALAMEDA,018,SOLANO AVE,MARIN AVE,A,O,2,935,60,"56,100",07/19/2022,92,11/30/2017,MILL AND THICK OVERLAY
5,214589,THE ALAMEDA,020,MARIN AVE,HOPKINS ST,A,O,4,"1,370",61,"83,570",07/19/2022,92,11/30/2017,MILL AND THICK OVERLAY
5,114589,THE ALAMEDA,028,HOPKINS ST,YOLO AVE,A,O,2,210,66,"13,860",07/19/2022,69,12/01/2017,SLURRY SEAL
5,212591,THE CIRCLE,060,"INTERSECTION MARIN AVE, ETC.",INTERSECTION ARLINGTON AVE,A,A,2,246,50,"12,300",07/19/2022,71,12/01/2017,SLURRY SEAL
6,115592,THE CRESCENT,020,PARK HILLS RD (NORTH),PARK HILLS RD (SOUTH),R,A,2,"1,020",23,"23,460",07/07/2022,82,07/26/2012,RECONSTRUCT STRUCTURE (AC)
6,115594,THE CROSSWAYS,080,OVERLOOK RD,MIDDLEFIELD RD,R,O,2,230,21,"4,830",07/07/2022,52,06/30/2010,MILL AND THIN OVERLAY
8,638596,THE PLAZA DR,080,ENCINA PL,PARKSIDE DR,R,A,2,"1,380",40,"55,200",07/20/2022,82,07/28/2003,RECONSTRUCT STRUCTURE (AC)
6,115599,THE SHORT CUT,080,MIDDLEFIELD RD,PARK HILLS RD,R,O,2,200,22,"4,400",07/07/2022,80,07/31/2012,MILL AND THIN OVERLAY
6,115601,THE SPIRAL,080,DEAD END,WILDCAT CANYON RD,R,A,2,305,25,"7,625",07/08/2022,87,05/24/2016,RECONSTRUCT SURFACE (AC)
8,638602,THE UPLANDS,090,CLAREMONT AVE,ENCINA PL,R,A,2,320,56,"17,920",07/20/2022,39,03/01/1993,RECONSTRUCT STRUCTURE (AC)
8,638602,THE UPLANDS,091,ENCINA PL,HILLCREST RD,R,A,2,"1,685",28,"47,180",07/20/2022,56,,
8,638602,THE UPLANDS,093,HILLCREST RD,EL CAMINO REAL,R,O,2,495,28,"13,860",07/20/2022,36,10/01/1994,MILL AND OVERLAY W/FABRIC
8,638602,THE UPLANDS,097,EL CAMINO REAL,TUNNEL RD,R,A,2,"1,048",25,"26,200",07/20/2022,37,10/01/1994,RECONSTRUCT STRUCTURE (AC)
8,638602,THE UPLANDS,099,TUNNEL RD,DEAD END,R,A,2,340,14,"4,760",07/09/2020,20,,
5,213604,THOUSAND OAKS BLVD,050,WEST CITY LIMIT (NEILSON),COLUSA AVE,R,O,2,450,36,"16,200",07/19/2022,47,09/13/2002,MILL AND OVERLAY W/FABRIC
5,213604,THOUSAND OAKS BLVD,053,COLUSA AVE,VINCENTE AVE,C,O,2,380,24,"9,120",07/19/2022,74,06/15/2016,SLURRY SEAL
5,213604,THOUSAND OAKS BLVD,055,VINCENTE AVE,THE ALAMEDA,C,O,2,850,24,"20,400",07/19/2022,68,06/15/2016,SLURRY SEAL
5,212604,THOUSAND OAKS BLVD,060,THE ALAMEDA,ARLINGTON AVE,C,O,2,"1,605",26,"41,730",07/19/2022,73,06/15/2016,SLURRY SEAL
1,319605,TOMLEE DR,045,JUANITA WAY,ACTON ST,R,O,2,330,25,"8,250",07/21/2022,18,08/10/1998,MILL AND THICK OVERLAY
3,739606,TREMONT ST,070,EMERSON ST,CITY LIMIT (WOOLSEY ST),R,A,2,925,34,"31,450",07/08/2022,26,04/01/2001,RECONSTRUCT SURFACE (AC)
6,115610,TWAIN AVE,070,KEELER AVE,STERLING AVE,R,A,2,740,20,"14,800",07/08/2022,25,07/01/1996,RECONSTRUCT SURFACE (AC)
3,840613,TYLER ST,050,SACRAMENTO ST,KING ST,R,O,2,"1,333",36,"47,988",07/12/2022,26,10/01/1994,MILL AND OVERLAY W/FABRIC
2,320620,UNIVERSITY AVE,010,SEAWALL DR,MARINA BLVD,C,O,2,"1,950",40,"78,000",07/14/2022,29,07/01/1988,THIN OVERLAY w/FABRIC
"1,2",320620,UNIVERSITY AVE,015,MARINA BLVD,WEST FRONTAGE RD,C,A,2,"1,600",66,"105,600",07/14/2022,100,03/10/2022,FDR
"1,2",320620,UNIVERSITY AVE,025,3RD ST,5TH ST,A,A,4,400,115,"46,000",07/29/2022,50,10/29/2009,RECONSTRUCT STRUCTURE (AC)
"1,2",320620,UNIVERSITY AVE,028,5TH ST,6TH ST,A,A,4,185,84,"15,540",07/14/2022,52,10/29/2009,RECONSTRUCT STRUCTURE (AC)
"1,2",321620,UNIVERSITY AVE,030,6TH ST,SAN PABLO AVE,A,A,4,"1,638",72,"117,936",07/29/2022,66,09/01/2009,RECONSTRUCT STRUCTURE (AC)
"1,2",322620,UNIVERSITY AVE,040,SAN PABLO AVE,SACRAMENTO ST,A,A,4,"2,940",69,"202,860",07/29/2022,55,11/25/2009,RECONSTRUCT STRUCTURE (AC)
"1,4",423620,UNIVERSITY AVE,052,SACRAMENTO ST,MCGEE AVE,A,A,4,"1,325",73,"96,725",07/29/2022,70,06/10/2010,RECONSTRUCT STRUCTURE (AC)
"1,4",423620,UNIVERSITY AVE,055,MCGEE AVE,MARTIN LUTHER KING JR WAY,A,A,4,"1,329",63,"83,727",07/29/2022,68,09/30/2010,RECONSTRUCT STRUCTURE (AC)
4,424620,UNIVERSITY AVE,060,MARTIN LUTHER KING JR WAY,MILVIA ST,A,O,4,715,63,"45,045",07/28/2022,31,09/30/2010,MILL AND THICK OVERLAY
4,524620,UNIVERSITY AVE,063,MILVIA ST,SHATTUCK AVE,A,O,4,630,63,"39,690",07/28/2022,34,09/30/2010,MILL AND THICK OVERLAY
4,524620,UNIVERSITY AVE,064,SHATTUCK AVE,KALA BAGAI WAY,A,O,4,260,70,"18,200",07/28/2022,55,09/28/2010,MILL AND THICK OVERLAY
4,524620,UNIVERSITY AVE,065,SHATTUCK AVE,OXFORD ST,A,O,4,450,65,"29,250",07/28/2022,51,09/28/2010,MILL AND THICK OVERLAY
"1,2",320622,UNIVERSITY AVE OVERPAS,018,I-80 ON/OFF RAMPS,6TH ST,A,A,4,"2,100",52,"109,200",07/28/2020,46,10/29/2009,RECONSTRUCT SURFACE (AC)
5,212630,VALLEJO ST,060,THE ALAMEDA,SAN RAMON AVE,R,A,2,460,24,"11,040",07/18/2022,29,,
2,931631,VALLEY ST,055,NORTH DEAD END (BANCROFT),DWIGHT WAY,R,O,2,"1,245",36,"44,820",07/13/2022,41,11/01/1990,MILL AND THIN OVERLAY
5,112683,VASSAR AVE (NB),010,NORTH CITY LIMIT (KENTUCKY),KENTUCKY AVE,R,A,2,375,19,"7,125",07/18/2022,74,12/01/2017,SLURRY SEAL
5,112683,VASSAR AVE (NB),012,KENTUCKY AVE,SPRUCE ST,R,A,2,"1,160",16,"18,560",07/18/2022,73,12/01/2017,SLURRY SEAL
5,112683,VASSAR AVE (SB),011,KENTUCKY AVE,NORTH CITY LIMIT (KENTUCKY),R,A,2,375,22,"8,250",07/18/2022,72,,
5,112683,VASSAR AVE (SB),013,SPRUCE ST,KENTUCKY AVE,R,A,2,"1,160",14,"16,240",07/18/2022,73,,
5,112632,VERMONT AVE,010,NORTH WEST DEAD END (RUGBY),MARYLAND AVE,R,A,2,770,23,"17,710",07/18/2022,96,07/03/2019,RECONSTRUCT SURFACE (AC)
5,112632,VERMONT AVE,015,MARYLAND AVE,COLORADO AVE,R,A,2,750,25,"18,750",07/18/2022,23,06/01/1994,RECONSTRUCT STRUCTURE (AC)
8,638252,VICENTE RD,070,ALVARADO RD,EAST CITY LIMIT NR GRAND VIEW,R,O,2,550,24,"13,200",07/20/2022,39,02/27/1998,THIN AC OVERLAY(1.5 INCHES)
8,638633,VICENTE RD,075,EAST CITY LIMIT NR GRAND VIEW,TUNNEL RD,R,O,2,"1,310",24,"31,440",07/20/2022,26,08/24/1998,MILL AND THICK OVERLAY
5,213634,VINCENTE AVE,010,NORTH END (VINCENTE WALK),THOUSAND OAKS BLVD,R,A,2,"1,400",24,"33,600",07/19/2022,69,12/01/2017,SLURRY SEAL
5,213634,VINCENTE AVE,013,THOUSAND OAKS BLVD,COLUSA AVE,R,A,2,"1,165",24,"27,960",07/19/2022,66,12/01/2017,SLURRY SEAL
5,213634,VINCENTE AVE,016,COLUSA AVE,PERALTA AVE,R,A,2,"1,000",24,"24,000",07/19/2022,71,12/01/2017,SLURRY SEAL
5,418637,VINE ST,050,MC GEE AVE,EDITH ST,R,A,2,575,26,"14,950",07/14/2022,86,12/09/2015,RECONSTRUCT SURFACE (AC)
5,418637,VINE ST,052,EDITH ST,GRANT ST,R,O,2,335,36,"12,060",07/14/2022,29,06/01/1995,MILL AND OVERLAY W/FABRIC
5,418637,VINE ST,055,GRANT ST,MARTIN LUTHER KING JR WAY,R,O,2,665,36,"23,940",07/14/2022,24,06/01/1995,MILL AND OVERLAY W/FABRIC
5,417637,VINE ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,O,2,665,36,"23,940",07/14/2022,28,06/01/1995,MILL AND OVERLAY W/FABRIC
5,517637,VINE ST,063,MILVIA ST,SHATTUCK AVE,R,O,2,670,36,"24,120",07/14/2022,20,06/01/1995,MILL AND OVERLAY W/FABRIC
5,517637,VINE ST,067,WALNUT ST,SPRUCE ST,R,A,2,665,36,"23,940",07/14/2022,58,05/17/2006,RECONSTRUCT STRUCTURE (AC)
6,516637,VINE ST,070,SPRUCE ST,SCENIC AVE,R,O,2,635,36,"22,860",07/06/2022,63,07/25/2014,MILL AND OVERLAY
6,516637,VINE ST,080,SCENIC AVE,HAWTHORNE TERRACE,R,O,2,315,30,"9,450",07/06/2022,91,,
1,322638,VIRGINIA GARDENS,040,NORTH DEAD END (CEDAR),VIRGINIA ST,R,O,2,470,20,"9,400",07/21/2022,84,08/28/2008,MILL AND THICK OVERLAY
1,320639,VIRGINIA ST,020,EAST FRONTAGE RD (STATE P/L),2ND ST,R,O,2,350,37,"12,950",07/26/2022,92,07/01/1995,MILL AND OVERLAY W/FABRIC
1,320639,VIRGINIA ST,030,2ND ST,6TH ST,R,O,2,"1,325",36,"47,700",07/26/2022,35,,
1,321639,VIRGINIA ST,030,6TH ST,SAN PABLO AVE,R,O,2,"1,650",36,"59,400",07/26/2022,33,04/01/2001,MILL AND OVERLAY W/FABRIC
1,322639,VIRGINIA ST,040,SAN PABLO AVE,ACTON ST,R,O,2,"2,500",36,"90,000",07/26/2022,82,08/29/2008,MILL AND THICK OVERLAY
1,322639,VIRGINIA ST,047,ACTON ST,SACRAMENTO ST,R,O,2,710,51,"36,210",07/26/2022,74,08/29/2008,MILL AND THICK OVERLAY
1,423639,VIRGINIA ST,050,SACRAMENTO ST,MC GEE AVE,C,O,2,"1,270",36,"45,720",07/26/2022,48,07/21/1997,MILL AND OVERLAY W/FABRIC
1,423639,VIRGINIA ST,055,MC GEE AVE,GRANT ST,C,O,2,665,36,"23,940",07/26/2022,60,06/01/1995,MILL AND OVERLAY W/FABRIC
1,423639,VIRGINIA ST,057,GRANT ST,MARTIN LUTHER KING JR WAY,C,O,2,670,36,"24,120",07/26/2022,78,06/01/1995,MILL AND OVERLAY W/FABRIC
4,424639,VIRGINIA ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,O,2,680,36,"24,480",07/26/2022,71,06/30/2010,MILL AND THIN OVERLAY
4,524639,VIRGINIA ST,062,MILVIA ST,SHATTUCK AVE,R,O,2,615,36,"22,140",07/26/2022,81,06/30/2010,MILL AND THIN OVERLAY
"4,6",524639,VIRGINIA ST,064,SHATTUCK AVE,SPRUCE ST,R,O,2,"1,000",36,"36,000",07/26/2022,64,09/13/2002,MILL AND OVERLAY W/FABRIC
6,525639,VIRGINIA ST,070,SPRUCE ST,ARCH ST,R,O,2,450,36,"16,200",07/26/2022,66,09/13/2002,MILL AND OVERLAY W/FABRIC
6,525639,VIRGINIA ST,072,ARCH ST,EUCLID AVE,R,O,2,"1,060",36,"38,160",07/06/2022,65,09/13/2002,MILL AND OVERLAY W/FABRIC
6,525639,VIRGINIA ST,076,EUCLID AVE,LA LOMA AVE,R,O,2,"1,000",34,"34,000",07/06/2022,44,09/13/2002,MILL AND OVERLAY W/FABRIC
6,525639,VIRGINIA ST,078,LA LOMA AVE,DEAD END (AT LA VEREDA),R,O,2,220,17,"3,740",07/06/2022,89,10/10/2016,MILL AND OVERLAY
5,213640,VISALIA AVE,053,WEST CITY LIMIT COP W/O NEILSON,COLUSA AVE,R,A,2,325,24,"7,800",07/19/2022,23,06/01/1994,RECONSTRUCT SURFACE (AC)
5,213640,VISALIA AVE,055,COLUSA AVE,VINCENTE AVE,R,A,2,890,24,"21,360",07/19/2022,45,06/01/1994,RECONSTRUCT STRUCTURE (AC)
6,111642,VISTAMONT AVE,010,WOODMONT AVE,SOUTH END,R,A,2,"1,340",22,"29,480",07/08/2022,39,,
6,111642,VISTAMONT AVE,110,NORTH END,WOODMONT AVE NEAR SUNSET LN,R,A,2,550,22,"12,100",07/08/2022,9,,
3,735650,WALKER ST,060,DERBY ST,WARD ST,R,A,2,330,18,"5,940",07/12/2022,39,,
2,933651,WALLACE ST,065,WARD ST,RUSSELL ST,R,O,2,"1,220",35,"42,700",07/13/2022,17,11/01/1990,MILL AND THIN OVERLAY
5,114652,WALNUT ST,020,SHATTUCK AVE,EUNICE ST,R,A,2,900,33,"29,700",07/14/2022,26,06/01/1994,RECONSTRUCT SURFACE (AC)
5,517652,WALNUT ST,030,EUNICE ST,CEDAR ST,R,A,2,"2,645",36,"95,220",07/14/2022,40,05/17/2006,RECONSTRUCT STRUCTURE (AC)
4,524652,WALNUT ST,040,CEDAR ST,HEARST AVE,R,A,2,"1,680",36,"60,480",07/27/2022,50,12/15/2004,RECONSTRUCT SURFACE (AC)
4,524652,WALNUT ST,049,BERKELEY WAY,UNIVERSITY AVE,R,O,2,315,36,"11,340",07/27/2022,95,,
2,933653,WARD ST,040,SAN PABLO AVE,ACTON ST,R,A,2,"1,658",36,"59,688",07/12/2022,97,10/16/2020,FDR
2,933653,WARD ST,046,ACTON ST,SACRAMENTO ST,R,A,2,727,36,"26,172",07/12/2022,14,09/01/1993,RECONSTRUCT SURFACE (AC)
3,834653,WARD ST,050,SACRAMENTO ST,MARTIN LUTHER KING JR WAY,R,A,2,"2,437",36,"87,732",07/11/2022,22,09/01/1993,RECONSTRUCT SURFACE (AC)
3,835653,WARD ST,060,MARTIN LUTHER KING JR WAY,MILVIA ST,R,A,2,660,42,"27,720",07/11/2022,23,09/01/1993,RECONSTRUCT SURFACE (AC)
3,735653,WARD ST,066,SHATTUCK AVE,FULTON ST,R,O,2,780,36,"28,080",07/11/2022,30,10/01/1994,MILL AND OVERLAY W/FABRIC
3,736653,WARD ST,070,FULTON ST,ELLSWORTH ST,R,O,2,660,36,"23,760",07/11/2022,15,11/01/1992,MILL AND OVERLAY W/FABRIC
3,736653,WARD ST,075,ELLSWORTH ST,TELEGRAPH AVE,R,O,2,880,36,"31,680",07/28/2022,12,11/01/1992,MILL AND OVERLAY W/FABRIC
7,627654,WARRING ST,050,BANCROFT WAY,DWIGHT WAY,R,A,2,"1,270",36,"45,720",07/27/2022,24,08/01/1996,RECONSTRUCT SURFACE (AC)
8,637654,WARRING ST,060,DWIGHT WAY,DERBY ST,C,A,2,"1,545",43,"66,435",07/28/2022,90,10/10/2016,RECONSTRUCT
1,319655,WATKINS ST,040,NEILSON ST,TEVLIN ST,R,A,2,250,26,"6,500",07/19/2022,19,,
8,739656,WEBSTER ST,072,DEAKIN ST,TELEGRAPH AVE,R,A,2,670,36,"24,120",07/28/2022,87,10/14/2011,RECONSTRUCT STRUCTURE (AC)
8,739656,WEBSTER ST,074,TELEGRAPH AVE,COLBY ST,R,O,2,645,36,"23,220",07/28/2022,40,12/14/2011,MILL AND THICK OVERLAY
8,739656,WEBSTER ST,076,REGENT ST,DEAD END,R,O,2,160,20,"3,200",07/29/2022,80,09/25/2008,MILL AND THICK OVERLAY
8,739656,WEBSTER ST,077,DEAD END,HILLEGASS AVE,R,O,2,268,36,"9,648",07/28/2022,80,,
8,639656,WEBSTER ST,078,HILLEGASS AVE,COLLEGE AVE,R,O,2,600,36,"21,600",07/28/2022,53,09/25/2008,MILL AND THICK OVERLAY
8,638656,WEBSTER ST,080,COLLEGE AVE,CLAREMONT AVE,R,O,2,"1,760",36,"63,360",07/28/2022,75,09/25/2008,MILL AND THICK OVERLAY
2,920060,WEST BOLIVAR DR,040,PARKER ST,GATE,R,A,2,50,22,"1,100",09/19/2018,89,,
2,920060,WEST BOLIVAR DR,050,GATE,END NR ANTHONY ST,R,A,2,"6,515",22,"143,330",07/15/2020,83,,
1,320226,WEST FRONTAGE RD,040,GILMAN ST,UNIVERSITY AVE,C,O,2,"4,400",30,"132,000",07/14/2022,50,,
2,920226,WEST FRONTAGE RD,050,UNIVERSITY AVE,OPP DWIGHT WAY,C,O,2,"3,170",26,"82,420",07/14/2022,55,05/01/2003,THICK AC OVERLAY(2.5 INCHES)
2,920226,WEST FRONTAGE RD,060,OPP DWIGHT WAY,SOUTH CITY LIMIT,C,O,2,"4,250",26,"110,500",07/14/2022,54,05/01/2003,THICK AC OVERLAY(2.5 INCHES)
6,516658,WEST PARNASSUS CT,080,PARNASSUS PATH,PARNASSUS RD,R,A,2,230,22,"5,060",07/06/2022,90,10/10/2016,RECONSTRUCT
2,931657,WEST ST,053,ADDISON ST,DEAD END,R,A,2,265,21,"5,565",07/13/2022,89,06/14/2014,RECONSTRUCT STRUCTURE (AC)
2,931657,WEST ST,055,BANCROFT WAY,DWIGHT WAY,R,O,2,"1,325",32,"42,400",07/13/2022,97,10/19/2020,MILL AND OVERLAY
3,735659,WHEELER ST,068,RUSSELL ST,ASHBY AVE,R,A,2,530,36,"19,080",07/08/2022,25,06/01/2000,RECONSTRUCT SURFACE (AC)
8,739659,WHEELER ST,070,ASHBY AVE,WOOLSEY ST,R,A,2,"1,105",36,"39,780",07/08/2022,72,07/31/2002,RECONSTRUCT STRUCTURE (AC)
6,115660,WHITAKER AVE,020,MILLER AVE,STERLING AVE,R,A,2,550,18,"9,900",07/08/2022,29,08/10/1998,RECONSTRUCT STRUCTURE (AC)
3,739662,WHITNEY ST,070,WOOLSEY ST,SOUTH CITY LIMIT,R,A,2,130,36,"4,680",07/08/2022,100,12/01/2017,SLURRY SEAL
6,111663,WILDCAT CANYON RD,010,GRIZZLY PEAK BLVD,SUNSET LANE,C,O,2,"3,730",29,"108,170",07/07/2022,78,07/25/2014,MILL AND OVERLAY
6,115663,WILDCAT CANYON RD,020,SUNSET LN,THE SPIRAL,C,O,2,"2,400",27,"64,800",07/07/2022,78,07/25/2014,MILL AND OVERLAY
6,115663,WILDCAT CANYON RD,025,THE SPIRAL,EAST CITY LIMIT(NR SHASTA RD),C,O,2,"3,590",28,"100,520",07/07/2022,71,07/25/2014,MILL AND OVERLAY
6,516665,WILSON CIRCLE,080,OLYMPUS DR,CUL-DE-SAC,R,O,2,180,23,"4,140",07/07/2022,34,10/06/1998,THIN AC OVERLAY(1.5 INCHES)
6,111669,WOODMONT AVE,012,WILDCAT CANYON & GRIZZLY PEAK,ROSEMONT AVE,R,O,2,"1,175",20,"23,500",07/08/2022,22,,
6,111669,WOODMONT AVE,014,ROSEMONT AVE,SUNSET LANE,R,O,2,"1,700",20,"34,000",07/08/2022,54,10/20/2000,THICK AC OVERLAY(2.5 INCHES)
6,111669,WOODMONT AVE,020,SUNSET LANE,DEAD END,R,O,2,175,12,"2,100",07/08/2022,37,,
6,111672,WOODMONT CT,070,WOODMONT AVE (NORTH),WOODMONT AVE (SOUTH),R,A,2,285,23,"6,555",07/08/2022,36,,
3,840671,WOOLSEY ST,050,SACRAMENTO ST,KING ST,R,A,2,"1,275",36,"45,900",07/12/2022,50,07/31/2002,RECONSTRUCT SURFACE (AC)
3,840671,WOOLSEY ST,055,KING ST,MARTIN LUTHER KING JR WAY,R,A,2,905,36,"32,580",07/11/2022,75,07/31/2002,RECONSTRUCT SURFACE (AC)
3,839671,WOOLSEY ST,060,ADELINE ST,TREMONT ST,R,O,2,600,42,"25,200",07/08/2022,87,12/01/2017,SLURRY SEAL
3,739671,WOOLSEY ST,065,TREMONT ST,SHATTUCK AVE,R,O,2,579,42,"24,318",07/08/2022,57,12/01/2017,SLURRY SEAL
8,739671,WOOLSEY ST,066,SHATTUCK AVE,WHEELER ST,R,O,2,680,42,"28,560",07/08/2022,60,,
8,739671,WOOLSEY ST,067,WHEELER ST,TELEGRAPH AVE,R,O,2,"1,036",36,"37,296",07/29/2022,58,,
8,739671,WOOLSEY ST,072,TELEGRAPH AVE,HILLEGASS AVE,R,O,2,"1,555",36,"55,980",07/29/2022,84,07/01/2013,MILL AND OVERLAY
8,639671,WOOLSEY ST,078,HILLEGASS AVE,COLLEGE AVE,R,A,2,600,37,"22,200",07/29/2022,14,,
8,638671,WOOLSEY ST,080,COLLEGE AVE,CLAREMONT AVE,R,A,2,"1,250",36,"45,000",07/28/2022,29,,
5,114680,YOLO AVE,060,THE ALAMEDA,MILVIA ST,R,O,2,570,36,"20,520",07/14/2022,87,07/09/2014,MILL AND OVERLAY
5,114680,YOLO AVE,065,MILVIA ST,SUTTER ST,R,A,2,375,36,"13,500",07/14/2022,87,05/19/2016,RECONSTRUCT SURFACE (AC)
5,212681,YOSEMITE RD,062,THE ALAMEDA,SAN FERNANDO AVE,R,O,2,870,26,"22,620",07/18/2022,80,08/06/2012,MILL AND THIN OVERLAY
5,212681,YOSEMITE RD,064,SAN FERNANDO AVE,CONTRA COSTA AVE,R,O,2,400,26,"10,400",07/18/2022,31,08/10/1998,MILL AND OVERLAY W/FABRIC
